Year,Sector,SectorShort,AgeLabel,Value
2004,Health & Social Services,Health & Social,30-34,8
2004,Health & Social Services,Health & Social,35-39,8.5
2004,Health & Social Services,Health & Social,40-44,9.2
2004,Health & Social Services,Health & Social,45-49,7.5
2004,Health & Social Services,Health & Social,50-54,6.3
2004,Health & Social Services,Health & Social,55-59,4.2
2004,Health & Social Services,Health & Social,60-64,2
2004,Health & Social Services,Health & Social,65+,1.1
2005,Health & Social Services,Health & Social,15-19,0.4
2005,Health & Social Services,Health & Social,20-24,4.5
2005,Health & Social Services,Health & Social,25-29,7.6
2005,Health & Social Services,Health & Social,30-34,7.8
2005,Health & Social Services,Health & Social,35-39,8.4
2005,Health & Social Services,Health & Social,40-44,8.3
2005,Health & Social Services,Health & Social,45-49,8.6
2005,Health & Social Services,Health & Social,50-54,6.6
2005,Health & Social Services,Health & Social,55-59,4.9
2005,Health & Social Services,Health & Social,60-64,1.9
2005,Health & Social Services,Health & Social,65+,1.2
2006,Health & Social Services,Health & Social,15-19,0.8
2006,Health & Social Services,Health & Social,20-24,6.6
2006,Health & Social Services,Health & Social,25-29,9.4
2006,Health & Social Services,Health & Social,30-34,8.8
2006,Health & Social Services,Health & Social,35-39,8.8
2006,Health & Social Services,Health & Social,40-44,8.9
2006,Health & Social Services,Health & Social,45-49,10.2
2006,Health & Social Services,Health & Social,50-54,7.6
2006,Health & Social Services,Health & Social,55-59,5.4
2006,Health & Social Services,Health & Social,60-64,2.7
2006,Health & Social Services,Health & Social,65+,1.7
2007,Health & Social Services,Health & Social,15-19,0.7
2007,Health & Social Services,Health & Social,20-24,6.2
2007,Health & Social Services,Health & Social,25-29,8.5
2007,Health & Social Services,Health & Social,30-34,8.5
2007,Health & Social Services,Health & Social,35-39,9.8
2007,Health & Social Services,Health & Social,40-44,8.9
2007,Health & Social Services,Health & Social,45-49,9.6
2007,Health & Social Services,Health & Social,50-54,8.4
2007,Health & Social Services,Health & Social,55-59,5
2007,Health & Social Services,Health & Social,60-64,2.9
2007,Health & Social Services,Health & Social,65+,1.3
2008,Health & Social Services,Health & Social,15-19,0.9
2008,Health & Social Services,Health & Social,20-24,6.8
2008,Health & Social Services,Health & Social,25-29,11
2008,Health & Social Services,Health & Social,30-34,8.5
2008,Health & Social Services,Health & Social,35-39,10.5
2008,Health & Social Services,Health & Social,40-44,8.7
2008,Health & Social Services,Health & Social,45-49,8.9
2008,Health & Social Services,Health & Social,50-54,8.7
2008,Health & Social Services,Health & Social,55-59,5
2008,Health & Social Services,Health & Social,60-64,3.3
2008,Health & Social Services,Health & Social,65+,2
2009,Health & Social Services,Health & Social,15-19,0.8
2009,Health & Social Services,Health & Social,20-24,7.4
2009,Health & Social Services,Health & Social,25-29,11
2009,Health & Social Services,Health & Social,30-34,9.7
2009,Health & Social Services,Health & Social,35-39,9.7
2009,Health & Social Services,Health & Social,40-44,9.2
2009,Health & Social Services,Health & Social,45-49,9.5
2009,Health & Social Services,Health & Social,50-54,8.8
2009,Health & Social Services,Health & Social,55-59,5.1
2009,Health & Social Services,Health & Social,60-64,3.5
2009,Health & Social Services,Health & Social,65+,2.2
2010,Health & Social Services,Health & Social,15-19,1.5
2010,Health & Social Services,Health & Social,20-24,8
2010,Health & Social Services,Health & Social,25-29,11
2010,Health & Social Services,Health & Social,30-34,11.9
2010,Health & Social Services,Health & Social,35-39,10
2010,Health & Social Services,Health & Social,40-44,9.6
2010,Health & Social Services,Health & Social,45-49,9.4
2010,Health & Social Services,Health & Social,50-54,8.8
2010,Health & Social Services,Health & Social,55-59,6.7
2010,Health & Social Services,Health & Social,60-64,4.3
2010,Health & Social Services,Health & Social,65+,2.2
2011,Health & Social Services,Health & Social,15-19,0.8
2011,Health & Social Services,Health & Social,20-24,9.6
2011,Health & Social Services,Health & Social,25-29,11.6
2011,Health & Social Services,Health & Social,30-34,10.5
2011,Health & Social Services,Health & Social,35-39,10.1
2011,Health & Social Services,Health & Social,40-44,9.9
2011,Health & Social Services,Health & Social,45-49,9.7
2011,Health & Social Services,Health & Social,50-54,9.8
2011,Health & Social Services,Health & Social,55-59,8.4
2011,Health & Social Services,Health & Social,60-64,4.3
2011,Health & Social Services,Health & Social,65+,2.7
2012,Health & Social Services,Health & Social,15-19,1
2012,Health & Social Services,Health & Social,20-24,9.3
2012,Health & Social Services,Health & Social,25-29,11.8
2012,Health & Social Services,Health & Social,30-34,11.1
2012,Health & Social Services,Health & Social,35-39,10.8
2012,Health & Social Services,Health & Social,40-44,11.6
2012,Health & Social Services,Health & Social,45-49,10.5
2012,Health & Social Services,Health & Social,50-54,9.3
2012,Health & Social Services,Health & Social,55-59,7.7
2012,Health & Social Services,Health & Social,60-64,4.3
2012,Health & Social Services,Health & Social,65+,3.4
2013,Health & Social Services,Health & Social,15-19,1
2013,Health & Social Services,Health & Social,20-24,7.8
2013,Health & Social Services,Health & Social,25-29,13.3
2013,Health & Social Services,Health & Social,30-34,11.7
2013,Health & Social Services,Health & Social,35-39,10.7
2013,Health & Social Services,Health & Social,40-44,10.1
2013,Health & Social Services,Health & Social,45-49,11.4
2013,Health & Social Services,Health & Social,50-54,10.4
2013,Health & Social Services,Health & Social,55-59,9
2013,Health & Social Services,Health & Social,60-64,5.4
2013,Health & Social Services,Health & Social,65+,4
2014,Health & Social Services,Health & Social,15-19,0.8
2014,Health & Social Services,Health & Social,20-24,9.8
2014,Health & Social Services,Health & Social,25-29,15.7
2014,Health & Social Services,Health & Social,30-34,14.1
2014,Health & Social Services,Health & Social,35-39,11.2
2014,Health & Social Services,Health & Social,40-44,11.6
2014,Health & Social Services,Health & Social,45-49,11.2
2014,Health & Social Services,Health & Social,50-54,10.7
2014,Health & Social Services,Health & Social,55-59,9.4
2014,Health & Social Services,Health & Social,60-64,7.1
2014,Health & Social Services,Health & Social,65+,6.1
2015,Health & Social Services,Health & Social,15-19,0.9
2015,Health & Social Services,Health & Social,20-24,9.8
2015,Health & Social Services,Health & Social,25-29,15.1
2015,Health & Social Services,Health & Social,30-34,13.5
2015,Health & Social Services,Health & Social,35-39,10.7
2015,Health & Social Services,Health & Social,40-44,11.3
2015,Health & Social Services,Health & Social,45-49,11.3
2015,Health & Social Services,Health & Social,50-54,10.9
2015,Health & Social Services,Health & Social,55-59,10.1
2015,Health & Social Services,Health & Social,60-64,7.2
2015,Health & Social Services,Health & Social,65+,4.9
2016,Health & Social Services,Health & Social,15-19,1.1
2016,Health & Social Services,Health & Social,20-24,9.5
2016,Health & Social Services,Health & Social,25-29,19
2016,Health & Social Services,Health & Social,30-34,15
2016,Health & Social Services,Health & Social,35-39,12.5
2016,Health & Social Services,Health & Social,40-44,11.3
2016,Health & Social Services,Health & Social,45-49,11.8
2016,Health & Social Services,Health & Social,50-54,11.8
2016,Health & Social Services,Health & Social,55-59,11.5
2016,Health & Social Services,Health & Social,60-64,6.2
2016,Health & Social Services,Health & Social,65+,6.1
2017,Health & Social Services,Health & Social,15-19,1
2017,Health & Social Services,Health & Social,20-24,10.9
2017,Health & Social Services,Health & Social,25-29,19.3
2017,Health & Social Services,Health & Social,30-34,16.7
2017,Health & Social Services,Health & Social,35-39,14.5
2017,Health & Social Services,Health & Social,40-44,13.1
2017,Health & Social Services,Health & Social,45-49,13.5
2017,Health & Social Services,Health & Social,50-54,11.8
2017,Health & Social Services,Health & Social,55-59,9.7
2017,Health & Social Services,Health & Social,60-64,7.8
2017,Health & Social Services,Health & Social,65+,6.5
2018,Health & Social Services,Health & Social,15-19,0.8
2018,Health & Social Services,Health & Social,20-24,9.1
2018,Health & Social Services,Health & Social,25-29,19.4
2018,Health & Social Services,Health & Social,30-34,17.6
2018,Health & Social Services,Health & Social,35-39,15.3
2018,Health & Social Services,Health & Social,40-44,12.9
2018,Health & Social Services,Health & Social,45-49,12.6
2018,Health & Social Services,Health & Social,50-54,13.3
2018,Health & Social Services,Health & Social,55-59,9.9
2018,Health & Social Services,Health & Social,60-64,8.3
2018,Health & Social Services,Health & Social,65+,6.7
2019,Health & Social Services,Health & Social,15-19,1.2
2019,Health & Social Services,Health & Social,20-24,10.7
2019,Health & Social Services,Health & Social,25-29,22.4
2019,Health & Social Services,Health & Social,30-34,18.9
2019,Health & Social Services,Health & Social,35-39,15.1
2019,Health & Social Services,Health & Social,40-44,13.2
2019,Health & Social Services,Health & Social,45-49,13.2
2019,Health & Social Services,Health & Social,50-54,13.3
2019,Health & Social Services,Health & Social,55-59,10.9
2019,Health & Social Services,Health & Social,60-64,8.8
2019,Health & Social Services,Health & Social,65+,8.4
2020,Health & Social Services,Health & Social,15-19,0.7
2020,Health & Social Services,Health & Social,20-24,8.9
2020,Health & Social Services,Health & Social,25-29,23.3
2020,Health & Social Services,Health & Social,30-34,20
2020,Health & Social Services,Health & Social,35-39,15.8
2020,Health & Social Services,Health & Social,40-44,12
2020,Health & Social Services,Health & Social,45-49,14.3
2020,Health & Social Services,Health & Social,50-54,13.1
2020,Health & Social Services,Health & Social,55-59,11.8
2020,Health & Social Services,Health & Social,60-64,9.7
2020,Health & Social Services,Health & Social,65+,10.3
2021,Health & Social Services,Health & Social,15-19,2.3
2021,Health & Social Services,Health & Social,20-24,12.6
2021,Health & Social Services,Health & Social,25-29,21.4
2021,Health & Social Services,Health & Social,30-34,26.1
2021,Health & Social Services,Health & Social,35-39,18.2
2021,Health & Social Services,Health & Social,40-44,15.4
2021,Health & Social Services,Health & Social,45-49,12.8
2021,Health & Social Services,Health & Social,50-54,12.2
2021,Health & Social Services,Health & Social,55-59,11.8
2021,Health & Social Services,Health & Social,60-64,10.1
2021,Health & Social Services,Health & Social,65+,10
2022,Health & Social Services,Health & Social,15-19,1.1
2022,Health & Social Services,Health & Social,20-24,9.6
2022,Health & Social Services,Health & Social,25-29,20.3
2022,Health & Social Services,Health & Social,30-34,24.5
2022,Health & Social Services,Health & Social,35-39,17.7
2022,Health & Social Services,Health & Social,40-44,17.7
2022,Health & Social Services,Health & Social,45-49,18.1
2022,Health & Social Services,Health & Social,50-54,14.8
2022,Health & Social Services,Health & Social,55-59,15.1
2022,Health & Social Services,Health & Social,60-64,11.9
2022,Health & Social Services,Health & Social,65+,9.5
2023,Health & Social Services,Health & Social,15-19,2
2023,Health & Social Services,Health & Social,20-24,9.7
2023,Health & Social Services,Health & Social,25-29,22.7
2023,Health & Social Services,Health & Social,30-34,26.9
2023,Health & Social Services,Health & Social,35-39,21.8
2023,Health & Social Services,Health & Social,40-44,17.5
2023,Health & Social Services,Health & Social,45-49,16.3
2023,Health & Social Services,Health & Social,50-54,16
2023,Health & Social Services,Health & Social,55-59,13.2
2023,Health & Social Services,Health & Social,60-64,11.5
2023,Health & Social Services,Health & Social,65+,10.7
2024,Health & Social Services,Health & Social,15-19,1
2024,Health & Social Services,Health & Social,20-24,8.9
2024,Health & Social Services,Health & Social,25-29,23.2
2024,Health & Social Services,Health & Social,30-34,27.3
2024,Health & Social Services,Health & Social,35-39,22.8
2024,Health & Social Services,Health & Social,40-44,18.8
2024,Health & Social Services,Health & Social,45-49,15.8
2024,Health & Social Services,Health & Social,50-54,16.1
2024,Health & Social Services,Health & Social,55-59,14.1
2024,Health & Social Services,Health & Social,60-64,13.2
2024,Health & Social Services,Health & Social,65+,13.3
2000,Information & Communications,InfoComm,15-19,0.6
2000,Information & Communications,InfoComm,20-24,6
2000,Information & Communications,InfoComm,25-29,14.5
2000,Information & Communications,InfoComm,30-34,11.6
2000,Information & Communications,InfoComm,35-39,8
2000,Information & Communications,InfoComm,40-44,6.7
2000,Information & Communications,InfoComm,45-49,4.2
2000,Information & Communications,InfoComm,50-54,2.2
2000,Information & Communications,InfoComm,55-59,0.8
2000,Information & Communications,InfoComm,60-64,0.4
2000,Information & Communications,InfoComm,65+,0.2
2001,Information & Communications,InfoComm,15-19,1
2001,Information & Communications,InfoComm,20-24,7.8
2001,Information & Communications,InfoComm,25-29,19.7
2001,Information & Communications,InfoComm,30-34,16.7
2001,Information & Communications,InfoComm,35-39,12.1
2001,Information & Communications,InfoComm,40-44,7.6
2001,Information & Communications,InfoComm,45-49,5.2
2001,Information & Communications,InfoComm,50-54,3.1
2001,Information & Communications,InfoComm,55-59,0.9
2001,Information & Communications,InfoComm,60-64,0.7
2001,Information & Communications,InfoComm,65+,0.3
2002,Information & Communications,InfoComm,15-19,0.5
2002,Information & Communications,InfoComm,20-24,4.7
2002,Information & Communications,InfoComm,25-29,15.7
2002,Information & Communications,InfoComm,30-34,16.8
2002,Information & Communications,InfoComm,35-39,10.3
2002,Information & Communications,InfoComm,40-44,8.2
2002,Information & Communications,InfoComm,45-49,4.8
2002,Information & Communications,InfoComm,50-54,2.9
2002,Information & Communications,InfoComm,55-59,0.8
2002,Information & Communications,InfoComm,60-64,0.7
2002,Information & Communications,InfoComm,65+,0.2
2003,Information & Communications,InfoComm,15-19,0.4
2003,Information & Communications,InfoComm,20-24,4.8
2003,Information & Communications,InfoComm,25-29,14.4
2003,Information & Communications,InfoComm,30-34,19.1
2003,Information & Communications,InfoComm,35-39,11.1
2003,Information & Communications,InfoComm,40-44,7.6
2003,Information & Communications,InfoComm,45-49,5.8
2003,Information & Communications,InfoComm,50-54,3.1
2003,Information & Communications,InfoComm,55-59,1.5
2003,Information & Communications,InfoComm,60-64,0.4
2003,Information & Communications,InfoComm,65+,0.1
2004,Information & Communications,InfoComm,15-19,0.6
2004,Information & Communications,InfoComm,20-24,5.5
2004,Information & Communications,InfoComm,25-29,13.2
2004,Information & Communications,InfoComm,30-34,16.3
2004,Information & Communications,InfoComm,35-39,11.5
2004,Information & Communications,InfoComm,40-44,7.7
2004,Information & Communications,InfoComm,45-49,6.7
2004,Information & Communications,InfoComm,50-54,3.6
2004,Information & Communications,InfoComm,55-59,1.8
2004,Information & Communications,InfoComm,60-64,0.2
2004,Information & Communications,InfoComm,65+,0.4
2005,Information & Communications,InfoComm,15-19,0.2
2005,Information & Communications,InfoComm,20-24,4.9
2005,Information & Communications,InfoComm,25-29,14.1
2005,Information & Communications,InfoComm,30-34,16
2005,Information & Communications,InfoComm,35-39,11
2005,Information & Communications,InfoComm,40-44,7.9
2005,Information & Communications,InfoComm,45-49,5.4
2005,Information & Communications,InfoComm,50-54,2.9
2005,Information & Communications,InfoComm,55-59,1.2
2005,Information & Communications,InfoComm,60-64,0.4
2005,Information & Communications,InfoComm,65+,0.2
2006,Information & Communications,InfoComm,15-19,0.8
2006,Information & Communications,InfoComm,20-24,6.3
2006,Information & Communications,InfoComm,25-29,13.9
2006,Information & Communications,InfoComm,30-34,18.2
2006,Information & Communications,InfoComm,35-39,14.5
2006,Information & Communications,InfoComm,40-44,8.5
2006,Information & Communications,InfoComm,45-49,6.4
2006,Information & Communications,InfoComm,50-54,3.4
2006,Information & Communications,InfoComm,55-59,2.1
2006,Information & Communications,InfoComm,60-64,0.4
2006,Information & Communications,InfoComm,65+,0.2
2007,Information & Communications,InfoComm,15-19,0.8
2007,Information & Communications,InfoComm,20-24,6.1
2007,Information & Communications,InfoComm,25-29,15.8
2007,Information & Communications,InfoComm,30-34,20.2
2007,Information & Communications,InfoComm,35-39,16.5
2007,Information & Communications,InfoComm,40-44,11.7
2007,Information & Communications,InfoComm,45-49,8.2
2007,Information & Communications,InfoComm,50-54,4.5
2007,Information & Communications,InfoComm,55-59,2.9
2007,Information & Communications,InfoComm,60-64,0.6
2007,Information & Communications,InfoComm,65+,0.5
2008,Information & Communications,InfoComm,15-19,0.6
2008,Information & Communications,InfoComm,20-24,6.8
2008,Information & Communications,InfoComm,25-29,14.8
2008,Information & Communications,InfoComm,30-34,18.3
2008,Information & Communications,InfoComm,35-39,15.9
2008,Information & Communications,InfoComm,40-44,12.4
2008,Information & Communications,InfoComm,45-49,8.3
2008,Information & Communications,InfoComm,50-54,5.7
2008,Information & Communications,InfoComm,55-59,3.2
2008,Information & Communications,InfoComm,60-64,0.8
2008,Information & Communications,InfoComm,65+,0.3
2009,Information & Communications,InfoComm,15-19,0.7
2009,Information & Communications,InfoComm,20-24,5.1
2009,Information & Communications,InfoComm,25-29,16.3
2009,Information & Communications,InfoComm,30-34,22
2009,Information & Communications,InfoComm,35-39,18
2009,Information & Communications,InfoComm,40-44,13.6
2009,Information & Communications,InfoComm,45-49,8.1
2009,Information & Communications,InfoComm,50-54,6
2009,Information & Communications,InfoComm,55-59,3
2009,Information & Communications,InfoComm,60-64,1
2009,Information & Communications,InfoComm,65+,0.4
2010,Information & Communications,InfoComm,15-19,1.1
2010,Information & Communications,InfoComm,20-24,6.7
2010,Information & Communications,InfoComm,25-29,17.9
2010,Information & Communications,InfoComm,30-34,19.1
2010,Information & Communications,InfoComm,35-39,21.2
2010,Information & Communications,InfoComm,40-44,13.5
2010,Information & Communications,InfoComm,45-49,9.4
2010,Information & Communications,InfoComm,50-54,6.3
2010,Information & Communications,InfoComm,55-59,3.6
2010,Information & Communications,InfoComm,60-64,1.1
2010,Information & Communications,InfoComm,65+,0.6
2011,Information & Communications,InfoComm,15-19,0.6
2011,Information & Communications,InfoComm,20-24,5
2011,Information & Communications,InfoComm,25-29,13.4
2011,Information & Communications,InfoComm,30-34,17
2011,Information & Communications,InfoComm,35-39,17.4
2011,Information & Communications,InfoComm,40-44,12.3
2011,Information & Communications,InfoComm,45-49,7.8
2011,Information & Communications,InfoComm,50-54,6.6
2011,Information & Communications,InfoComm,55-59,3.8
2011,Information & Communications,InfoComm,60-64,1.6
2011,Information & Communications,InfoComm,65+,0.5
2012,Information & Communications,InfoComm,15-19,0.5
2012,Information & Communications,InfoComm,20-24,6.1
2012,Information & Communications,InfoComm,25-29,11.3
2012,Information & Communications,InfoComm,30-34,16.4
2012,Information & Communications,InfoComm,35-39,17.4
2012,Information & Communications,InfoComm,40-44,13.1
2012,Information & Communications,InfoComm,45-49,8.2
2012,Information & Communications,InfoComm,50-54,6.7
2012,Information & Communications,InfoComm,55-59,4.2
2012,Information & Communications,InfoComm,60-64,1.7
2012,Information & Communications,InfoComm,65+,0.8
2013,Information & Communications,InfoComm,15-19,0.8
2013,Information & Communications,InfoComm,20-24,4.8
2013,Information & Communications,InfoComm,25-29,11.5
2013,Information & Communications,InfoComm,30-34,18.2
2013,Information & Communications,InfoComm,35-39,17.9
2013,Information & Communications,InfoComm,40-44,15.5
2013,Information & Communications,InfoComm,45-49,8.9
2013,Information & Communications,InfoComm,50-54,6.7
2013,Information & Communications,InfoComm,55-59,5.1
2013,Information & Communications,InfoComm,60-64,2
2013,Information & Communications,InfoComm,65+,1
2014,Information & Communications,InfoComm,15-19,0.8
2014,Information & Communications,InfoComm,20-24,5.5
2014,Information & Communications,InfoComm,25-29,12
2014,Information & Communications,InfoComm,30-34,16.2
2014,Information & Communications,InfoComm,35-39,15.5
2014,Information & Communications,InfoComm,40-44,14.1
2014,Information & Communications,InfoComm,45-49,8.9
2014,Information & Communications,InfoComm,50-54,7.2
2014,Information & Communications,InfoComm,55-59,4.9
2014,Information & Communications,InfoComm,60-64,2.1
2014,Information & Communications,InfoComm,65+,1.3
2015,Information & Communications,InfoComm,15-19,1
2015,Information & Communications,InfoComm,20-24,5.8
2015,Information & Communications,InfoComm,25-29,11.5
2015,Information & Communications,InfoComm,30-34,14.2
2015,Information & Communications,InfoComm,35-39,15.4
2015,Information & Communications,InfoComm,40-44,14.7
2015,Information & Communications,InfoComm,45-49,9.7
2015,Information & Communications,InfoComm,50-54,6.8
2015,Information & Communications,InfoComm,55-59,4.2
2015,Information & Communications,InfoComm,60-64,1.8
2015,Information & Communications,InfoComm,65+,1
2016,Information & Communications,InfoComm,15-19,0.6
2016,Information & Communications,InfoComm,20-24,6.1
2016,Information & Communications,InfoComm,25-29,13.3
2016,Information & Communications,InfoComm,30-34,14.8
2016,Information & Communications,InfoComm,35-39,14
2016,Information & Communications,InfoComm,40-44,13.6
2016,Information & Communications,InfoComm,45-49,9.5
2016,Information & Communications,InfoComm,50-54,6.9
2016,Information & Communications,InfoComm,55-59,3.9
2016,Information & Communications,InfoComm,60-64,2.5
2016,Information & Communications,InfoComm,65+,1.9
2017,Information & Communications,InfoComm,15-19,0.7
2017,Information & Communications,InfoComm,20-24,4.1
2017,Information & Communications,InfoComm,25-29,12.7
2017,Information & Communications,InfoComm,30-34,15.1
2017,Information & Communications,InfoComm,35-39,14.9
2017,Information & Communications,InfoComm,40-44,16.4
2017,Information & Communications,InfoComm,45-49,11.3
2017,Information & Communications,InfoComm,50-54,7.4
2017,Information & Communications,InfoComm,55-59,4.9
2017,Information & Communications,InfoComm,60-64,2.5
2017,Information & Communications,InfoComm,65+,1.3
2018,Information & Communications,InfoComm,15-19,1.3
2018,Information & Communications,InfoComm,20-24,5.1
2018,Information & Communications,InfoComm,25-29,13.5
2018,Information & Communications,InfoComm,30-34,14.7
2018,Information & Communications,InfoComm,35-39,15.3
2018,Information & Communications,InfoComm,40-44,15.3
2018,Information & Communications,InfoComm,45-49,12.8
2018,Information & Communications,InfoComm,50-54,7.4
2018,Information & Communications,InfoComm,55-59,4.4
2018,Information & Communications,InfoComm,60-64,3.3
2018,Information & Communications,InfoComm,65+,1
2019,Information & Communications,InfoComm,15-19,0.5
2019,Information & Communications,InfoComm,20-24,6.2
2019,Information & Communications,InfoComm,25-29,15.6
2019,Information & Communications,InfoComm,30-34,17.6
2019,Information & Communications,InfoComm,35-39,16.6
2019,Information & Communications,InfoComm,40-44,15.1
2019,Information & Communications,InfoComm,45-49,12.9
2019,Information & Communications,InfoComm,50-54,9.1
2019,Information & Communications,InfoComm,55-59,4.6
2019,Information & Communications,InfoComm,60-64,2.7
2019,Information & Communications,InfoComm,65+,1.8
2020,Information & Communications,InfoComm,15-19,0.7
2020,Information & Communications,InfoComm,20-24,6.2
2020,Information & Communications,InfoComm,25-29,18
2020,Information & Communications,InfoComm,30-34,16.3
2020,Information & Communications,InfoComm,35-39,19.4
2020,Information & Communications,InfoComm,40-44,15.9
2020,Information & Communications,InfoComm,45-49,16
2020,Information & Communications,InfoComm,50-54,8.7
2020,Information & Communications,InfoComm,55-59,5.1
2020,Information & Communications,InfoComm,60-64,3.1
2020,Information & Communications,InfoComm,65+,1.9
2021,Information & Communications,InfoComm,15-19,0.6
2021,Information & Communications,InfoComm,20-24,7.1
2021,Information & Communications,InfoComm,25-29,20.5
2021,Information & Communications,InfoComm,30-34,22.6
2021,Information & Communications,InfoComm,35-39,18.4
2021,Information & Communications,InfoComm,40-44,15.7
2021,Information & Communications,InfoComm,45-49,14.7
2021,Information & Communications,InfoComm,50-54,9.2
2021,Information & Communications,InfoComm,55-59,5.4
2021,Information & Communications,InfoComm,60-64,4.2
2021,Information & Communications,InfoComm,65+,1.9
2022,Information & Communications,InfoComm,15-19,0.7
2022,Information & Communications,InfoComm,20-24,6.6
2022,Information & Communications,InfoComm,25-29,19.4
2022,Information & Communications,InfoComm,30-34,22.7
2022,Information & Communications,InfoComm,35-39,20.2
2022,Information & Communications,InfoComm,40-44,21
2022,Information & Communications,InfoComm,45-49,14.7
2022,Information & Communications,InfoComm,50-54,12.6
2022,Information & Communications,InfoComm,55-59,7.9
2022,Information & Communications,InfoComm,60-64,4.3
2022,Information & Communications,InfoComm,65+,2.9
2023,Information & Communications,InfoComm,15-19,1.1
2023,Information & Communications,InfoComm,20-24,6
2023,Information & Communications,InfoComm,25-29,21
2023,Information & Communications,InfoComm,30-34,23.4
2023,Information & Communications,InfoComm,35-39,21.2
2023,Information & Communications,InfoComm,40-44,22.1
2023,Information & Communications,InfoComm,45-49,15.7
2023,Information & Communications,InfoComm,50-54,11.9
2023,Information & Communications,InfoComm,55-59,6.7
2023,Information & Communications,InfoComm,60-64,3.7
2023,Information & Communications,InfoComm,65+,3.1
2024,Information & Communications,InfoComm,15-19,0.8
2024,Information & Communications,InfoComm,20-24,5.6
2024,Information & Communications,InfoComm,25-29,20.5
2024,Information & Communications,InfoComm,30-34,23.3
2024,Information & Communications,InfoComm,35-39,22.8
2024,Information & Communications,InfoComm,40-44,21.4
2024,Information & Communications,InfoComm,45-49,15.8
2024,Information & Communications,InfoComm,50-54,13.3
2024,Information & Communications,InfoComm,55-59,8.7
2024,Information & Communications,InfoComm,60-64,4.1
2024,Information & Communications,InfoComm,65+,2.9
2000,Public Administration & Education,Public Admin & Edu,15-19,13.7
2000,Public Administration & Education,Public Admin & Edu,20-24,42.1
2000,Public Administration & Education,Public Admin & Edu,25-29,25.8
2000,Public Administration & Education,Public Admin & Edu,30-34,17.9
2000,Public Administration & Education,Public Admin & Edu,35-39,18
2000,Public Administration & Education,Public Admin & Edu,40-44,17.6
2000,Public Administration & Education,Public Admin & Edu,45-49,14.1
2000,Public Administration & Education,Public Admin & Edu,50-54,12.8
2000,Public Administration & Education,Public Admin & Edu,55-59,6.2
2000,Public Administration & Education,Public Admin & Edu,60-64,2.4
2000,Public Administration & Education,Public Admin & Edu,65+,0.8
2001,Public Administration & Education,Public Admin & Edu,15-19,14.1
2001,Public Administration & Education,Public Admin & Edu,20-24,50.7
2001,Public Administration & Education,Public Admin & Edu,25-29,28
2001,Public Administration & Education,Public Admin & Edu,30-34,19.2
2001,Public Administration & Education,Public Admin & Edu,35-39,18.7
2001,Public Administration & Education,Public Admin & Edu,40-44,19.6
2001,Public Administration & Education,Public Admin & Edu,45-49,14.8
2001,Public Administration & Education,Public Admin & Edu,50-54,14.5
2001,Public Administration & Education,Public Admin & Edu,55-59,6.2
2001,Public Administration & Education,Public Admin & Edu,60-64,2.4
2001,Public Administration & Education,Public Admin & Edu,65+,1.1
2002,Public Administration & Education,Public Admin & Edu,15-19,9.8
2002,Public Administration & Education,Public Admin & Edu,20-24,52.3
2002,Public Administration & Education,Public Admin & Edu,25-29,29.6
2002,Public Administration & Education,Public Admin & Edu,30-34,24.4
2002,Public Administration & Education,Public Admin & Edu,35-39,20.4
2002,Public Administration & Education,Public Admin & Edu,40-44,20
2002,Public Administration & Education,Public Admin & Edu,45-49,16.3
2002,Public Administration & Education,Public Admin & Edu,50-54,13.6
2002,Public Administration & Education,Public Admin & Edu,55-59,9.1
2002,Public Administration & Education,Public Admin & Edu,60-64,2.6
2002,Public Administration & Education,Public Admin & Edu,65+,0.9
2003,Public Administration & Education,Public Admin & Edu,15-19,10.8
2003,Public Administration & Education,Public Admin & Edu,20-24,54.7
2003,Public Administration & Education,Public Admin & Edu,25-29,36.2
2003,Public Administration & Education,Public Admin & Edu,30-34,25.6
2003,Public Administration & Education,Public Admin & Edu,35-39,22.1
2003,Public Administration & Education,Public Admin & Edu,40-44,21.7
2003,Public Administration & Education,Public Admin & Edu,45-49,19
2003,Public Administration & Education,Public Admin & Edu,50-54,12.3
2003,Public Administration & Education,Public Admin & Edu,55-59,9.5
2003,Public Administration & Education,Public Admin & Edu,60-64,2.9
2003,Public Administration & Education,Public Admin & Edu,65+,1.4
2004,Public Administration & Education,Public Admin & Edu,15-19,10.2
2004,Public Administration & Education,Public Admin & Edu,20-24,53.1
2004,Public Administration & Education,Public Admin & Edu,25-29,36.5
2004,Public Administration & Education,Public Admin & Edu,30-34,24.6
2004,Public Administration & Education,Public Admin & Edu,35-39,20.3
2004,Public Administration & Education,Public Admin & Edu,40-44,21.4
2004,Public Administration & Education,Public Admin & Edu,45-49,18.3
2004,Public Administration & Education,Public Admin & Edu,50-54,13.6
2004,Public Administration & Education,Public Admin & Edu,55-59,10
2004,Public Administration & Education,Public Admin & Edu,60-64,2.9
2004,Public Administration & Education,Public Admin & Edu,65+,1.1
2005,Public Administration & Education,Public Admin & Edu,15-19,10.6
2005,Public Administration & Education,Public Admin & Edu,20-24,40.1
2005,Public Administration & Education,Public Admin & Edu,25-29,32.9
2005,Public Administration & Education,Public Admin & Edu,30-34,26.1
2005,Public Administration & Education,Public Admin & Edu,35-39,20.8
2005,Public Administration & Education,Public Admin & Edu,40-44,20.4
